SquareFeet,PropertyType,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Floors,Garage,Price
3059,Villa,3,1.5,Downtown,1974,1,1,29754000.0
1853,Independent House,3,1.5,Downtown,2022,2,1,18743000.0
827,Apartment,1,1.5,Downtown,1971,2,1,9175000.0
176382,Agricultural Land,0,0.0,Suburban,1950,0,0,21411000.0
1498,Independent House,3,2.5,Suburban,2012,3,1,15957000.0
4368,Villa,5,2.0,Suburban,1984,3,1,37869000.0
1301,Apartment,3,3.0,Rural,2004,3,1,9532000.0
2885,Independent House,4,2.5,Downtown,1969,2,1,24001000.0
1516,Apartment,1,3.5,Rural,1954,2,1,9944000.0
3015,Independent House,3,2.5,Rural,1988,1,0,21143000.0
50647,Agricultural Land,0,0.0,Suburban,1950,0,0,7030000.0
3338,Independent House,3,1.0,Downtown,2012,3,1,25770000.0
1676,Apartment,1,3.0,Suburban,1981,1,1,12282000.0
1733,Apartment,1,3.5,Suburban,2012,2,1,13500000.0
1714,Independent House,2,4.0,Suburban,2023,3,1,16589000.0
1547,Apartment,1,1.0,Downtown,1989,1,1,12140000.0
1247,Apartment,1,2.5,Suburban,1966,2,1,9771000.0
2527,Penthouse,4,1.5,Suburban,2022,1,1,23912000.0
1869,Independent House,4,1.5,Downtown,1981,3,1,18646000.0
1670,Apartment,2,2.5,Suburban,1972,1,1,12594000.0
178529,Agricultural Land,0,0.0,Downtown,1950,0,0,23923000.0
1159,Apartment,1,4.0,Suburban,2024,1,0,10041000.0
18845,Agricultural Land,0,0.0,Rural,1950,0,0,1701000.0
812,Apartment,3,2.0,Downtown,2009,2,0,9605000.0
186543,Agricultural Land,0,0.0,Suburban,1950,0,0,21908000.0
4355,Villa,3,3.0,Downtown,2005,3,1,39077000.0
2335,Penthouse,3,1.0,Suburban,1958,1,1,21346000.0
123590,Agricultural Land,0,0.0,Rural,1950,0,0,13815000.0
980,Apartment,1,1.0,Suburban,2018,2,0,9245000.0
92982,Agricultural Land,0,0.0,Rural,1950,0,0,10482000.0
2099,Independent House,3,2.0,Suburban,2011,3,1,18033000.0
1076,Independent House,2,2.0,Suburban,2013,2,0,12033000.0
1415,Apartment,1,3.0,Rural,1971,3,0,9012000.0
1767,Independent House,3,1.5,Downtown,1981,2,0,17065000.0
1009,Apartment,2,2.0,Downtown,1996,2,1,11049000.0
1105,Independent House,2,2.0,Suburban,1951,2,0,11631000.0
3135,Independent House,3,1.5,Suburban,2001,1,1,23433000.0
3246,Penthouse,4,3.5,Suburban,1963,1,0,27821000.0
2380,Penthouse,4,2.0,Downtown,1986,2,1,24063000.0
2465,Independent House,4,2.0,Rural,1976,3,1,17692000.0
1139,Apartment,2,3.0,Suburban,1973,2,0,10122000.0
844,Apartment,2,1.5,Rural,2013,1,0,6117000.0
1177,Apartment,1,3.0,Suburban,2019,3,1,10251000.0
1581,Apartment,1,1.0,Suburban,1975,1,0,11064000.0
1316,Apartment,3,1.5,Rural,2003,2,1,10075000.0
741,Apartment,1,3.5,Suburban,1964,1,1,7734000.0
149429,Agricultural Land,0,0.0,Rural,1950,0,0,16550000.0
3399,Independent House,3,3.0,Downtown,1978,1,1,26359000.0
1144,Apartment,2,2.0,Suburban,2023,1,1,11084000.0
3199,Independent House,3,2.5,Rural,1977,2,1,22013000.0
1781,Apartment,1,3.5,Rural,2008,1,1,11565000.0
2469,Independent House,3,1.5,Downtown,2022,2,1,21449000.0
4500,Villa,4,1.0,Downtown,1970,2,1,39166000.0
1762,Independent House,4,2.0,Suburban,1959,1,1,16423000.0
1623,Independent House,4,1.0,Rural,1953,3,0,12682000.0
174010,Agricultural Land,0,0.0,Suburban,1950,0,0,21365000.0
59508,Agricultural Land,0,0.0,Suburban,1950,0,0,8443000.0
1842,Villa,5,1.5,Suburban,2011,1,1,21403000.0
3311,Independent House,2,3.0,Downtown,1953,1,1,25071000.0
2826,Villa,4,1.0,Rural,1955,1,1,24204000.0
1195,Apartment,2,3.0,Suburban,2021,3,1,10923000.0
2012,Independent House,3,2.0,Suburban,1965,3,0,17236000.0
776,Apartment,3,2.0,Suburban,1987,2,1,8645000.0
3110,Independent House,3,2.5,Suburban,1998,3,1,23772000.0
1957,Independent House,3,2.0,Suburban,2010,3,1,18178000.0
1602,Apartment,2,1.0,Rural,2014,1,1,9910000.0
115125,Agricultural Land,0,0.0,Suburban,1950,0,0,15095000.0
75420,Agricultural Land,0,0.0,Suburban,1950,0,0,10340000.0
3621,Villa,4,1.0,Downtown,1999,2,1,33895000.0
2550,Independent House,3,2.5,Rural,1966,2,1,18420000.0
190758,Agricultural Land,0,0.0,Downtown,1950,0,0,25371000.0
1203,Apartment,1,1.5,Downtown,1977,3,1,10937000.0
3033,Penthouse,4,1.0,Downtown,1993,3,1,27485000.0
1205,Apartment,1,4.0,Suburban,1961,1,0,9706000.0
3260,Penthouse,4,4.0,Rural,2019,3,1,27119000.0
1429,Apartment,1,2.0,Suburban,2020,3,0,11648000.0
95342,Agricultural Land,0,0.0,Downtown,1950,0,0,15161000.0
32210,Agricultural Land,0,0.0,Downtown,1950,0,0,7475000.0
1345,Apartment,2,1.0,Suburban,2021,2,1,11365000.0
1557,Independent House,3,2.5,Downtown,1952,3,1,16159000.0
129369,Agricultural Land,0,0.0,Suburban,1950,0,0,16071000.0
1941,Independent House,3,3.0,Suburban,1998,1,1,17953000.0
95136,Agricultural Land,0,0.0,Rural,1950,0,0,10795000.0
2269,Independent House,3,1.0,Suburban,1970,2,1,18948000.0
1939,Independent House,4,1.0,Downtown,1957,2,1,17089000.0
756,Apartment,2,3.0,Rural,2013,3,0,7049000.0
1334,Apartment,1,3.5,Suburban,2008,1,0,10985000.0
3225,Penthouse,3,2.5,Rural,1979,2,1,25584000.0
1984,Independent House,4,1.5,Downtown,1981,1,1,18471000.0
2587,Independent House,3,2.0,Suburban,2024,1,1,21600000.0
2336,Independent House,2,2.5,Rural,1969,3,1,17042000.0
2874,Independent House,2,1.5,Downtown,1965,1,1,22556000.0
49301,Agricultural Land,0,0.0,Suburban,1950,0,0,7130000.0
120910,Agricultural Land,0,0.0,Downtown,1950,0,0,17588000.0
2816,Independent House,4,1.5,Suburban,1974,2,1,21999000.0
2057,Penthouse,3,1.5,Rural,2009,3,1,18997000.0
1572,Penthouse,4,2.0,Suburban,1994,2,1,18050000.0
2889,Independent House,3,2.0,Rural,1958,1,1,20187000.0
107521,Agricultural Land,0,0.0,Suburban,1950,0,0,13795000.0
1756,Apartment,2,3.0,Rural,2000,1,1,11177000.0
1678,Apartment,2,2.5,Suburban,2010,3,1,13565000.0
17134,Agricultural Land,0,0.0,Downtown,1950,0,0,6232000.0
2543,Independent House,3,3.5,Suburban,1989,3,1,20371000.0
1771,Penthouse,4,3.0,Suburban,2010,2,1,19360000.0
85862,Agricultural Land,0,0.0,Rural,1950,0,0,8989000.0
1227,Apartment,3,1.5,Suburban,2016,2,1,10862000.0
176443,Agricultural Land,0,0.0,Suburban,1950,0,0,21717000.0
2154,Independent House,3,1.5,Rural,2025,1,1,16371000.0
2125,Independent House,3,2.0,Rural,1964,3,1,16025000.0
2109,Villa,5,1.0,Suburban,2002,1,1,23074000.0
202851,Agricultural Land,0,0.0,Rural,1950,0,0,22517000.0
1094,Apartment,3,3.5,Suburban,1953,1,0,9612000.0
1337,Independent House,4,1.0,Downtown,1972,2,1,15512000.0
4426,Villa,3,1.5,Downtown,1976,2,1,38195000.0
1809,Villa,3,2.0,Rural,1986,2,1,18809000.0
1848,Villa,4,2.0,Downtown,1992,3,1,22983000.0
1222,Apartment,2,2.5,Suburban,1986,2,1,10354000.0
1330,Apartment,2,2.0,Rural,1978,3,1,9314000.0
1794,Independent House,2,1.5,Downtown,1978,1,1,16578000.0
2470,Penthouse,4,1.5,Rural,1998,3,1,21515000.0
732,Apartment,2,3.5,Rural,2024,2,1,6598000.0
682,Apartment,2,1.5,Rural,2000,3,0,5875000.0
82027,Agricultural Land,0,0.0,Downtown,1950,0,0,13992000.0
948,Apartment,1,1.5,Suburban,1999,3,1,8792000.0
81079,Agricultural Land,0,0.0,Rural,1950,0,0,8994000.0
3958,Villa,5,2.0,Downtown,1977,2,1,36996000.0
2368,Penthouse,3,1.0,Suburban,2023,2,1,22755000.0
1486,Apartment,2,2.0,Suburban,1954,1,1,11705000.0
675,Apartment,1,2.5,Downtown,2005,3,1,9164000.0
3756,Villa,5,2.5,Rural,2013,1,1,32449000.0
3166,Penthouse,3,2.5,Suburban,1966,1,0,26501000.0
2128,Villa,5,1.0,Downtown,2004,3,1,24647000.0
721,Apartment,3,2.0,Downtown,1958,1,0,8472000.0
1540,Penthouse,3,1.0,Downtown,2017,3,1,18372000.0
2690,Penthouse,3,1.0,Downtown,2022,1,1,25154000.0
4769,Villa,4,2.0,Suburban,1965,1,0,39195000.0
2141,Penthouse,4,1.5,Downtown,1965,3,0,21698000.0
2546,Penthouse,3,2.5,Suburban,1962,2,1,22793000.0
4126,Villa,4,2.5,Rural,2022,3,1,35062000.0
1362,Apartment,3,3.0,Suburban,2012,2,0,11900000.0
3056,Independent House,3,2.5,Downtown,1990,3,1,24692000.0
612,Apartment,1,1.0,Rural,2002,3,1,5259000.0
1923,Independent House,4,2.0,Downtown,2017,2,1,19159000.0
2842,Independent House,3,1.5,Rural,2023,2,1,20326000.0
1675,Apartment,2,2.0,Suburban,1958,3,1,12357000.0
1674,Apartment,1,1.5,Suburban,2000,3,0,11861000.0
1252,Apartment,3,1.0,Suburban,1997,3,0,11165000.0
3203,Penthouse,3,2.0,Suburban,1998,2,1,26858000.0
92726,Agricultural Land,0,0.0,Rural,1950,0,0,10305000.0
795,Apartment,3,2.5,Rural,1967,3,0,6329000.0
88893,Agricultural Land,0,0.0,Suburban,1950,0,0,11822000.0
2778,Independent House,4,2.5,Suburban,1959,2,1,21778000.0
747,Apartment,2,2.0,Rural,2003,1,0,5947000.0
1600,Apartment,1,2.0,Suburban,1964,2,0,11146000.0
2388,Independent House,2,2.0,Rural,1960,1,0,16318000.0
1863,Penthouse,3,2.5,Suburban,1989,3,1,19117000.0
3525,Villa,5,1.0,Suburban,1996,3,1,32362000.0
1001,Apartment,1,2.5,Downtown,1969,2,0,9769000.0
1205,Apartment,3,2.0,Downtown,1971,1,1,11635000.0
2515,Independent House,2,1.5,Suburban,1997,3,1,20127000.0
828,Apartment,1,1.0,Suburban,1965,3,1,8363000.0
1136,Apartment,2,1.0,Suburban,1954,1,0,8497000.0
867,Apartment,1,2.0,Suburban,2014,3,0,8601000.0
2928,Penthouse,4,2.5,Suburban,2023,3,1,25987000.0
91261,Agricultural Land,0,0.0,Rural,1950,0,0,10189000.0
2343,Independent House,3,1.5,Downtown,1970,2,1,20050000.0
12473,Agricultural Land,0,0.0,Suburban,1950,0,0,3217000.0
905,Apartment,2,2.0,Downtown,2010,3,1,10459000.0
2725,Independent House,4,3.5,Suburban,2004,1,1,22341000.0
1712,Apartment,1,1.5,Downtown,1973,3,0,13403000.0
4475,Villa,3,1.0,Suburban,1972,2,1,37290000.0
172847,Agricultural Land,0,0.0,Suburban,1950,0,0,20946000.0
4885,Villa,3,1.5,Downtown,1960,3,1,41241000.0
2280,Independent House,3,2.5,Suburban,1996,1,1,18555000.0
3032,Villa,3,2.5,Rural,1951,3,1,26715000.0
880,Apartment,3,2.0,Downtown,2019,1,1,10261000.0
102293,Agricultural Land,0,0.0,Suburban,1950,0,0,13068000.0
1836,Independent House,4,4.0,Suburban,2002,2,1,17688000.0
1388,Independent House,2,2.5,Suburban,1960,3,0,13474000.0
1616,Independent House,3,1.0,Downtown,1964,3,0,16377000.0
1946,Villa,5,2.5,Downtown,2022,2,1,23711000.0
1120,Apartment,3,1.0,Suburban,1961,1,1,9974000.0
2429,Villa,4,2.5,Downtown,1985,1,0,26107000.0
1033,Apartment,3,1.5,Downtown,1972,3,0,10975000.0
3991,Villa,4,2.5,Suburban,1976,1,1,34961000.0
1788,Penthouse,3,1.5,Suburban,1963,1,1,17823000.0
2909,Penthouse,4,3.0,Suburban,2003,3,1,26469000.0
1013,Independent House,4,1.5,Suburban,1976,1,1,11671000.0
1256,Independent House,2,2.5,Suburban,1970,1,0,12176000.0
1457,Apartment,3,1.5,Suburban,1998,3,1,12240000.0
2442,Penthouse,3,3.5,Downtown,2011,3,1,25025000.0
1795,Apartment,1,2.5,Suburban,2021,1,0,12462000.0
1463,Independent House,2,1.5,Suburban,1993,3,1,14730000.0
869,Apartment,1,3.5,Suburban,1993,1,1,8340000.0
1775,Apartment,1,2.0,Suburban,2010,1,0,12498000.0
4470,Villa,4,2.5,Suburban,1991,1,1,38285000.0
671,Apartment,2,2.5,Downtown,1972,1,1,8665000.0
3106,Villa,5,1.0,Downtown,2022,3,1,31382000.0
673,Apartment,3,3.5,Suburban,1950,3,0,8096000.0
954,Apartment,3,1.5,Suburban,1985,2,1,9806000.0
2750,Independent House,3,1.5,Downtown,2004,3,0,22737000.0
1096,Apartment,3,3.0,Rural,1965,2,0,7667000.0
1587,Apartment,3,2.5,Suburban,1967,1,1,11976000.0
4427,Villa,4,1.0,Suburban,1987,3,1,38165000.0
1509,Apartment,3,1.0,Suburban,2016,1,1,12380000.0
2970,Penthouse,4,2.5,Downtown,1969,2,1,27078000.0
972,Apartment,2,1.0,Suburban,1968,3,1,9307000.0
961,Apartment,2,3.5,Suburban,1962,3,1,10182000.0
3940,Villa,3,2.5,Downtown,1966,3,1,36273000.0
923,Apartment,1,1.5,Rural,1979,3,0,6186000.0
983,Apartment,2,2.0,Suburban,1992,1,1,9532000.0
1574,Independent House,3,2.0,Downtown,1997,3,1,16948000.0
1335,Apartment,1,2.0,Suburban,1992,2,1,10781000.0
2236,Penthouse,4,2.5,Downtown,2015,3,1,23890000.0
945,Apartment,3,4.0,Rural,2002,2,1,8438000.0
3372,Penthouse,3,2.0,Suburban,2021,2,1,29008000.0
10593,Agricultural Land,0,0.0,Suburban,1950,0,0,3339000.0
2215,Independent House,4,2.0,Suburban,1983,1,1,19005000.0
168686,Agricultural Land,0,0.0,Suburban,1950,0,0,20249000.0
1718,Independent House,3,1.5,Suburban,2023,3,0,16149000.0
104905,Agricultural Land,0,0.0,Suburban,1950,0,0,13315000.0
1263,Apartment,1,2.5,Suburban,2021,2,0,10948000.0
3572,Villa,5,2.5,Suburban,2020,3,1,33226000.0
1010,Independent House,2,2.5,Suburban,1962,1,1,10667000.0
3234,Independent House,2,1.0,Downtown,2005,1,1,24472000.0
4573,Villa,4,3.0,Downtown,2008,3,1,40902000.0
2838,Villa,5,1.5,Suburban,1981,2,0,27037000.0
1377,Apartment,1,2.5,Suburban,2003,1,0,10153000.0
1010,Apartment,2,2.5,Rural,1951,2,1,7384000.0
4803,Villa,4,2.5,Downtown,1986,2,0,41159000.0
2384,Villa,4,2.0,Suburban,1982,3,1,25281000.0
201747,Agricultural Land,0,0.0,Downtown,1950,0,0,26096000.0
2551,Penthouse,4,2.5,Rural,1950,1,0,20190000.0
103285,Agricultural Land,0,0.0,Rural,1950,0,0,11253000.0
3174,Villa,5,1.0,Downtown,1977,3,1,30969000.0
1588,Apartment,3,2.5,Suburban,1966,3,1,12301000.0
1342,Apartment,2,1.0,Suburban,2006,3,1,11231000.0
3276,Penthouse,3,2.0,Downtown,2019,2,1,29285000.0
4975,Villa,5,1.0,Suburban,2001,3,1,42564000.0
803,Apartment,1,3.0,Suburban,1993,1,1,8162000.0
2076,Independent House,3,2.0,Downtown,1996,2,1,19306000.0
217430,Agricultural Land,0,0.0,Suburban,1950,0,0,25519000.0
2398,Independent House,3,2.5,Downtown,1962,3,1,20636000.0
2865,Independent House,4,2.5,Suburban,2025,1,0,23073000.0
2299,Independent House,3,3.0,Rural,1979,3,1,17914000.0
1654,Apartment,2,1.0,Suburban,2015,3,1,13345000.0
2158,Independent House,3,2.5,Downtown,2002,3,1,20030000.0
1104,Independent House,4,2.0,Downtown,1967,2,0,13179000.0
852,Apartment,3,1.0,Suburban,1977,3,0,8379000.0
1794,Penthouse,3,1.5,Suburban,1953,1,1,17927000.0
2181,Independent House,2,1.5,Suburban,1991,3,1,18093000.0
2048,Penthouse,4,1.0,Downtown,1955,3,1,21432000.0
200714,Agricultural Land,0,0.0,Suburban,1950,0,0,24304000.0
898,Apartment,2,2.0,Rural,1958,2,0,5998000.0
3548,Villa,3,1.0,Rural,1969,3,1,30365000.0
2843,Independent House,4,2.0,Suburban,1987,1,0,22003000.0
173405,Agricultural Land,0,0.0,Suburban,1950,0,0,21482000.0
931,Apartment,1,1.5,Downtown,2017,1,1,10125000.0
4683,Villa,4,1.5,Suburban,1999,3,1,40649000.0
3574,Villa,4,3.5,Downtown,2009,1,1,33865000.0
992,Apartment,3,2.0,Suburban,1962,1,0,8801000.0
1473,Apartment,3,1.5,Suburban,1991,3,1,12034000.0
4228,Villa,3,2.0,Rural,2017,1,1,34691000.0
1891,Villa,5,1.5,Suburban,1974,1,1,21542000.0
1046,Apartment,1,1.0,Suburban,1980,3,1,9297000.0
1908,Villa,4,1.0,Rural,1961,2,1,19226000.0
1316,Independent House,3,3.5,Downtown,2013,2,1,15786000.0
3635,Villa,4,2.5,Rural,2010,3,1,31427000.0
1041,Apartment,2,2.5,Suburban,2002,2,0,9786000.0
25947,Agricultural Land,0,0.0,Rural,1950,0,0,3899000.0
1272,Apartment,2,4.0,Downtown,1975,2,0,12007000.0
2551,Independent House,2,3.5,Downtown,2010,2,1,21592000.0
877,Apartment,2,2.5,Suburban,1959,2,1,8454000.0
1608,Apartment,1,2.5,Rural,1961,3,1,9888000.0
1568,Independent House,3,1.5,Downtown,1971,2,1,15735000.0
1609,Apartment,1,1.0,Downtown,2002,2,0,12884000.0
2374,Penthouse,3,2.0,Downtown,1970,3,1,23674000.0
1065,Apartment,1,2.0,Rural,1984,3,1,7180000.0
1838,Independent House,4,3.5,Suburban,2020,2,1,17216000.0
1353,Apartment,1,2.0,Suburban,1976,1,1,11199000.0
1437,Apartment,1,2.5,Downtown,2009,3,1,12699000.0
629,Apartment,2,2.0,Suburban,1996,3,0,8095000.0
3406,Independent House,2,1.5,Downtown,2015,2,1,26516000.0
2942,Independent House,2,2.0,Suburban,1964,1,1,21668000.0
3133,Independent House,4,2.0,Suburban,1973,3,1,23871000.0
2257,Independent House,3,2.0,Suburban,1959,3,1,18590000.0
3360,Independent House,4,2.0,Rural,1973,3,1,23223000.0
964,Apartment,3,1.5,Suburban,2006,1,1,9710000.0
2800,Independent House,4,2.0,Suburban,1983,3,1,21978000.0
214479,Agricultural Land,0,0.0,Suburban,1950,0,0,25977000.0
1904,Independent House,2,2.5,Downtown,1990,3,1,17985000.0
2497,Villa,5,2.0,Rural,1989,1,0,23010000.0
730,Apartment,3,2.0,Downtown,1960,3,1,9630000.0
2302,Penthouse,4,1.0,Rural,1950,1,1,19983000.0
2288,Penthouse,4,1.5,Downtown,1979,1,0,22299000.0
2855,Independent House,3,1.5,Downtown,1992,1,1,23170000.0
128232,Agricultural Land,0,0.0,Suburban,1950,0,0,16148000.0
1786,Apartment,2,2.0,Rural,1975,2,1,11638000.0
1719,Apartment,3,2.0,Rural,2002,3,0,11044000.0
2273,Penthouse,4,3.0,Downtown,1996,3,1,24021000.0
2009,Penthouse,4,1.5,Downtown,1958,3,0,20598000.0
964,Apartment,1,1.0,Suburban,1958,1,1,8190000.0
1580,Apartment,3,2.0,Suburban,1950,2,1,12355000.0
952,Apartment,2,2.0,Suburban,2020,1,0,9411000.0
1399,Apartment,3,2.0,Suburban,1993,3,1,11571000.0
2959,Penthouse,4,3.0,Suburban,2008,1,0,25496000.0
2106,Independent House,4,3.0,Suburban,2005,2,1,18834000.0
1011,Apartment,2,1.0,Suburban,2000,3,1,9432000.0
1734,Independent House,2,3.5,Rural,1965,1,1,13166000.0
1580,Apartment,2,1.0,Downtown,1987,2,1,12786000.0
717,Apartment,3,2.5,Downtown,1960,1,1,9093000.0
2281,Villa,5,2.5,Suburban,1974,1,1,24802000.0
65238,Agricultural Land,0,0.0,Downtown,1950,0,0,11107000.0
2089,Penthouse,4,2.5,Downtown,2008,3,1,22922000.0
1258,Apartment,1,1.5,Rural,1978,2,1,7658000.0
117087,Agricultural Land,0,0.0,Suburban,1950,0,0,14653000.0
2282,Penthouse,3,1.5,Suburban,1989,1,1,20925000.0
1889,Penthouse,3,2.0,Suburban,1957,2,1,19620000.0
1243,Independent House,4,1.5,Suburban,1955,3,1,13658000.0
1467,Independent House,4,1.0,Rural,1994,3,1,13157000.0
1465,Apartment,1,2.0,Downtown,2002,3,1,13101000.0
1533,Apartment,3,2.0,Suburban,1970,2,0,11606000.0
1203,Apartment,3,2.5,Suburban,2006,2,1,11132000.0
1614,Apartment,1,1.0,Suburban,2025,1,0,11434000.0
2096,Independent House,3,3.0,Suburban,1955,2,0,18396000.0
3815,Villa,3,1.0,Rural,2012,3,0,31404000.0
2658,Independent House,4,3.0,Suburban,1955,1,0,20571000.0
1459,Apartment,2,2.0,Suburban,2002,2,0,12008000.0
66405,Agricultural Land,0,0.0,Suburban,1950,0,0,9273000.0
197928,Agricultural Land,0,0.0,Rural,1950,0,0,22153000.0
1798,Penthouse,4,2.0,Suburban,1953,3,1,18900000.0
194137,Agricultural Land,0,0.0,Suburban,1950,0,0,23148000.0
1786,Independent House,3,3.0,Suburban,1958,3,1,16212000.0
177600,Agricultural Land,0,0.0,Downtown,1950,0,0,24095000.0
721,Apartment,2,1.5,Downtown,2018,1,0,9120000.0
2303,Independent House,2,1.5,Rural,2023,3,1,17678000.0
1137,Apartment,2,2.0,Suburban,2021,2,1,10867000.0
1779,Apartment,2,1.5,Downtown,1953,3,1,14223000.0
975,Apartment,2,2.0,Rural,2007,1,0,7378000.0
1881,Villa,5,1.5,Suburban,1986,3,0,21845000.0
1991,Penthouse,4,3.0,Suburban,2020,3,1,21250000.0
3403,Independent House,2,2.5,Downtown,1955,2,0,25404000.0
1524,Apartment,1,1.0,Rural,2000,2,1,9008000.0
2796,Penthouse,3,3.0,Suburban,1999,2,1,24974000.0
3403,Villa,4,1.5,Suburban,1963,2,1,31485000.0
2596,Independent House,4,1.5,Downtown,1960,3,1,22160000.0
1922,Villa,5,2.0,Suburban,1959,2,0,21430000.0
1307,Apartment,2,2.5,Downtown,2010,3,1,13079000.0
929,Apartment,2,2.0,Rural,1962,2,1,6669000.0
108655,Agricultural Land,0,0.0,Downtown,1950,0,0,16464000.0
922,Apartment,1,2.5,Suburban,1983,2,1,9196000.0
3040,Independent House,3,1.0,Downtown,2009,2,1,24610000.0
39015,Agricultural Land,0,0.0,Downtown,1950,0,0,8910000.0
2509,Villa,5,4.0,Suburban,2000,3,0,26700000.0
1393,Apartment,3,2.5,Suburban,1954,2,1,10838000.0
1311,Apartment,2,1.5,Suburban,2023,3,1,11837000.0
1722,Apartment,1,2.5,Rural,1981,2,0,10553000.0
4386,Villa,5,2.0,Rural,1961,2,0,35500000.0
2717,Independent House,3,1.0,Downtown,2001,1,1,22179000.0
856,Apartment,1,1.5,Rural,1962,2,1,6015000.0
45597,Agricultural Land,0,0.0,Suburban,1950,0,0,6656000.0
1870,Independent House,2,1.0,Rural,2003,3,0,14554000.0
1498,Apartment,3,3.0,Downtown,2003,1,0,13281000.0
2731,Independent House,4,2.0,Rural,1990,3,1,19831000.0
2608,Villa,3,1.5,Downtown,1997,3,0,27240000.0
1276,Apartment,1,1.0,Suburban,2000,1,1,10267000.0
870,Apartment,1,2.0,Downtown,1996,2,1,10023000.0
3043,Penthouse,4,2.0,Downtown,1999,1,1,27361000.0
1549,Independent House,4,2.5,Suburban,2025,3,1,16366000.0
2137,Independent House,2,4.0,Rural,1995,2,0,16729000.0
1567,Independent House,4,2.0,Suburban,1987,1,1,15250000.0
1585,Apartment,3,2.0,Downtown,1962,3,1,13670000.0
958,Apartment,3,2.0,Downtown,2025,2,1,10831000.0
2673,Independent House,2,3.0,Suburban,1971,3,0,20828000.0
1792,Apartment,2,1.5,Rural,1951,2,1,10382000.0
1397,Apartment,1,1.5,Downtown,1962,2,1,12125000.0
2784,Penthouse,3,2.5,Suburban,2006,1,1,25579000.0
61562,Agricultural Land,0,0.0,Downtown,1950,0,0,11807000.0
2722,Penthouse,3,1.0,Suburban,1983,2,1,23771000.0
167684,Agricultural Land,0,0.0,Downtown,1950,0,0,22524000.0
1342,Apartment,1,1.5,Downtown,1968,3,1,11964000.0
104122,Agricultural Land,0,0.0,Downtown,1950,0,0,15684000.0
1646,Apartment,3,2.5,Downtown,1958,2,0,13576000.0
64582,Agricultural Land,0,0.0,Downtown,1950,0,0,12140000.0
115161,Agricultural Land,0,0.0,Suburban,1950,0,0,14343000.0
4397,Villa,5,1.5,Downtown,1982,3,1,39569000.0
172142,Agricultural Land,0,0.0,Downtown,1950,0,0,23350000.0
1794,Independent House,2,1.5,Downtown,1976,2,1,17269000.0
802,Apartment,1,2.0,Rural,1994,2,0,5669000.0
1324,Independent House,2,2.0,Suburban,1951,1,1,13239000.0
3291,Independent House,2,1.0,Suburban,2006,2,1,24301000.0
926,Apartment,2,3.5,Suburban,2006,2,1,9443000.0
2786,Villa,3,1.0,Downtown,1965,3,0,27635000.0
123424,Agricultural Land,0,0.0,Downtown,1950,0,0,18177000.0
1636,Apartment,2,2.5,Suburban,1955,3,1,13063000.0
2406,Penthouse,4,1.0,Suburban,1963,3,1,22337000.0
121777,Agricultural Land,0,0.0,Rural,1950,0,0,14230000.0
211102,Agricultural Land,0,0.0,Rural,1950,0,0,23794000.0
62067,Agricultural Land,0,0.0,Suburban,1950,0,0,8674000.0
2244,Independent House,4,2.0,Suburban,1976,2,0,18935000.0
188386,Agricultural Land,0,0.0,Downtown,1950,0,0,25284000.0
3295,Penthouse,4,1.5,Downtown,1987,3,0,29017000.0
1669,Apartment,3,1.0,Rural,1968,3,1,10534000.0
1273,Independent House,3,1.0,Downtown,1986,2,0,14093000.0
4055,Villa,5,2.0,Rural,1953,3,0,33427000.0
723,Apartment,1,2.0,Suburban,2007,1,1,7887000.0
4881,Villa,4,1.0,Suburban,1958,1,1,40927000.0
3152,Villa,4,4.0,Downtown,1989,3,1,31894000.0
1142,Apartment,3,1.5,Suburban,1964,3,1,10817000.0
2691,Independent House,4,2.0,Suburban,1953,3,1,21607000.0
1559,Penthouse,4,1.5,Suburban,2001,2,1,18609000.0
1441,Independent House,4,2.0,Downtown,1967,1,1,15285000.0
1510,Apartment,1,2.5,Downtown,2002,1,1,12227000.0
1625,Apartment,2,2.0,Suburban,2008,3,1,12978000.0
2559,Independent House,2,1.5,Suburban,2003,3,1,20605000.0
171707,Agricultural Land,0,0.0,Suburban,1950,0,0,21361000.0
1607,Apartment,2,1.5,Suburban,1990,2,1,12840000.0
3534,Villa,3,2.5,Suburban,2009,2,0,31586000.0
1225,Apartment,2,1.0,Suburban,1953,1,1,9614000.0
1788,Apartment,3,2.0,Downtown,1988,2,1,14830000.0
2497,Penthouse,4,1.5,Suburban,1956,1,1,22283000.0
4581,Villa,3,1.5,Downtown,1972,3,0,39524000.0
690,Apartment,2,1.5,Downtown,2012,3,1,9858000.0
3214,Independent House,2,3.0,Downtown,2014,1,0,25444000.0
1558,Apartment,1,2.5,Suburban,1990,3,1,12246000.0
1206,Independent House,2,2.0,Downtown,1993,2,1,14558000.0
2888,Villa,5,1.5,Downtown,1994,3,1,29930000.0
1115,Apartment,2,2.0,Suburban,2018,3,1,10952000.0
1780,Apartment,1,2.0,Downtown,2000,1,1,13742000.0
2792,Independent House,4,2.0,Suburban,2014,2,0,21992000.0
182926,Agricultural Land,0,0.0,Suburban,1950,0,0,22745000.0
203039,Agricultural Land,0,0.0,Rural,1950,0,0,22388000.0
994,Apartment,1,1.0,Downtown,2003,2,1,10511000.0
2597,Penthouse,4,4.0,Downtown,2005,3,1,25884000.0
